clusterId,exampleTweet;tree-5;tree-10;tree2;linear-svm;poly-svm;rbf-svm;sigmoid-svm
88;"thanks !!!  semper fi !!!! ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
88;"the latest the r.a.w.w. scoop daily!  thanks to syria aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
81;"this is 7 yr old bana alabed
she is under siege in aleppo,syria
in my eyes, she is the anne frank of n… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
81;"this is 7 yr old bana alabed
she is under siege in aleppo,syria
in my eyes, she is the anne frank of… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
81;"this is 7 yr old bana alabed
she is under siege in aleppo,syria
in my eyes, she is the anne frank of n… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
36;"they aren't. they can't. ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
36;"they aren't. they can't. ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
36;"they aren't. they can't. ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
106;"praise mosul, bash aleppo: western media guide for iraq-syria coverage  mosul aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
106;"praise mosul, bash aleppo: western media guide for iraq-syria coverage ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
106;"praise mosul, bash aleppo: western media guide for iraq-syria coverage: ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
70;"isis vehicle captured by sdf in northern aleppo.
step_news ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
70;"isis vehicle captured by sdf in northern aleppo.     ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
70;"isis vehicle captured by sdf in northern aleppo.     ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
78;"reports from aleppo city - 2 november - eng captions  7news realnews";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
78;"reports from aleppo city - 2 november - eng captions  breakingnews realnews";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
78;"reports from aleppo city - 2 november - eng captions  7news realnews";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
84;"aleppo churches open doors to displaced muslim families ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
84;"aleppo churches are opening their doors to displaced muslims ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
84;"aleppo churches open doors to displaced muslim families  christians deserve to be persecuted.";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
13;"rebel-held zone of syria's aleppo braces for renewed bombardment: beirut (reuters) - syrian rebels…  news reuters";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
13;"rebel-held zone of syria's aleppo braces for renewed bombardment beirut (reuters) - syrian rebels and civilians sh… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
13;"rebel-held zone of syria's aleppo braces for renewed bombardment  via 
skewered report by reuters";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
144;"standing with aleppo today and all days. savealeppo withaleppo withsyria";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
144;"stand with (some of) aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
144;"join me in standing with one of the last doctors in aleppo: call on obama and merkel to act now to ...  via ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
7;"new york (ny) times: &amp;x2018;i saw my father dying': a view from aleppo&amp;x2019;s government-held side";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
7;"en otras noticias: ‘i saw my father dying’: a view from aleppo’s government-held side  xalapa";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
7;"cbelive_com click here  "‘i saw my father dying’: a view from aleppo’s government-held si… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
156;"terrorists use chemical weapons against civilians in aleppo again
 ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
156;"terrorists use chemical weapons against civilians in aleppo again ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
156;"terrorists use chemical weapons against civilians in aleppo again ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
25;"an exit has opened for aleppo’s trapped civilians to leave. but no one is using it – los angeles times ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
25;"an exit has opened for aleppo's trapped civilians to leave. but no one is using it ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
25;"an exit has opened for aleppo's trapped civilians to leave. but no one is using it ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
37;"sputnikint: aleppo humanitarian pause introduced by russia enters into force  syria ";ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
37;"aleppo humanitarian pause introduced by russia enters into force ";ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
37;"aleppo humanitarian pause introduced by russia enters into force  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
67;"professional lebanese soccer player killed in syria’s aleppo  ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
67;"professional lebanese soccer player killed in syria’s aleppo  ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
67;"professional lebanese soccer player killed in syria’s aleppo  usa iran military ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
94;"government airstrikes, rebel shelling defy aleppo truce on friday. syria ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
94;"government airstrikes, rebel shelling defy aleppo truce  syria";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
94;"government airstrikes, rebel shelling defy aleppo truce on friday. syria ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
132;"syria:russia's defenceministry launches webcast ...mostrating insurgents' withdrawal from aleppo  .";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
132;"fsa recaptures villages from isis in aleppo’s akhtareen [orient news]
";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
132;"in aleppo, there's no semblance of normalcy:  ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
113;"russia's strategy in aleppo: delay diplomacy until shi'ite militias finish with mosul ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
113;"russian strategy in aleppo: delay diplomacy, let shi'ite militias finish the job - haaretz ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
113;"russian strategy in aleppo: delay diplomacy, let shi'ite militias finish the job - middle east news - haaretz ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
49;"syria: al-qaeda launches ‘do or die’ attempt to break siege of eastern aleppo  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
49;"syria: al-qaeda launches 'do or die' attempt to break siege of eastern aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
49;"al-qaeda launches ‘do or die’ attempt to break siege of eastern aleppo: ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
82;"isil aleppo
📷conduct of battles against pkk ne industrial city
 
wonderwoman foxnews2016";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
82;"isil aleppo
📷conduct of battles against pkk ne industrial city
 
hillaryindictment cnntbt";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
82;"isil aleppo
📷conduct of battles against pkk ne industrial city
 
nationalsandwichday nbc";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
112;"bombed by russian warplanes on alotarb aleppo, syria 11.04.2016 ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
112;"bombed by russian warplanes on alotarb aleppo, syria 11.04.2016 ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
112;"bombed by russian warplanes on alotarb aleppo, syria 11.04.2016 ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
17;"2 russian soldiers injured, media evacuated in militant shelling of humanitarian corridor in aleppo ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
17;"aleppo: 2 russian soldiers injured, media evacuated in militant shelling of humanitarian corridor ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
17;"aleppo: 2 russian soldiers injured, media evacuated in militant shelling of humanitarian corridor


rt lies!!";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
158;"livenews liveleak panamapapers terrorists kill 12, injure 200 in aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
158;"terrorists kill 12, injure 200 in aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
158;"terrorists kill 12, injure 200 in aleppo  primenews breakingnews";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
90;"islamic state, turkey-backed rebels launch simultaneous attacks on kurdish positions -  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
90;"islamic state, turkey-backed rebels launch simultaneous attacks on kurdish positions positions in aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
90;"islamic state, turkey-backed rebels launch simultaneous attacks on kurdish positions -  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
157;"'terrorist toaster' admiral kuznetsov is on her way to syria.

and she's not alone.

syria aleppo terrorist… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
157;"'terrorist toaster' admiral kuznetsov is on her way to syria.

and she's not alone.

syria aleppo terrorist… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
157;"'terrorist toaster' admiral kuznetsov is on her way to syria.

and she's not alone.

syria aleppo terrorist… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
116;"demonstrators in london protest aleppo attacks ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
116;"demonstrators in london protest aleppo attacks
 ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
116;"demonstrators in london protest aleppo attacks ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
72;"friday syria daily: rebels attack again near aleppo  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
72;"friday syria daily: rebels attack again near aleppo    ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
72;"friday syria daily: rebels attack again near aleppo 

 … ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
6;""‘i saw my father dying’: a view from aleppo’s government-held side" by anne barnard via nyt the new york times ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
6;""‘i saw my father dying’: a view from aleppo’s government-held side" by anne barnard via nyt the new york times ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
6;""‘i saw my father dying’: a view from aleppo’s government-held side" by anne barnard via nyt the new york times ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
147;"syrien aleppo old city 23.03.2013  img_7327 –  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
147;"syrien aleppo old city 23.03.2013  tr_05864 –  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
147;"syrien aleppo halep 20.12.2012  tr_05640 checkpoint –  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
8;"‘i saw my father dying’: a view from aleppo’s government-held side ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
8;"‘i saw my father dying’: a view from aleppo’s government-held side ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
8;"‘i saw my father dying’: a view from aleppo’s government-held side ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
146;"aleppo, a historic city in ruins |rferl| ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
146;"aleppo, a historic city in ruins |rferl| ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
146;"aleppo, a historic city in ruins |rferl| ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
16;"russian-declared pause in syria's aleppo broken  emm";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
16;"russian-declared pause in syria’s aleppo broken ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
16;"russian-declared pause in syria's aleppo broken: two russian soldiers and a syrian… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
126;"leaflets aleppo "you know that everyone has given up on you. they left you alone to face your doom and nobody will give you any help" 2/3";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
126;"'you know that everyone has given up on you, they left you alone to face your doom' leaflets dropped on e aleppo t… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
126;"'you know that everyone has given up on you, they left you alone to face your doom' leaflets dropped on e aleppo… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
102;"parish priest of aleppo: christians are the target of many attacks ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
102;"parish priest of aleppo: christians are the target of many attacks   romereports";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
102;"parish priest of aleppo: christians are the target of many attacks   romereports";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
153;"aleppo fighting claims 5 soldiers from masyaf, including high-ranking general syria  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
153;"aleppo fighting claims 5 soldiers from masyaf, including high-ranking general syria  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
153;"aleppo fighting claims 5 soldiers from masyaf, including high-ranking general syria  via ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
15;"russian-declared pause in syria's aleppo broken  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
15;"russian-declared pause in syria's aleppo broken  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
15;"russian-declared pause in syria's aleppo broken  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
26;".russia will 'annihilate' aleppo while you will be busy by elections. dontforgetsyria syria ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
26;".russia will 'annihilate' aleppo while you will be busy by elections. dontforgetsyria syria ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
26;".russia will 'annihilate' aleppo while you will be busy by elections. dontforgetsyria syria ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
85;"syria aleppo prayers for the peace of syria. peace must come to the ancient land. 

";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
85;"syria aleppo prayers for the peace of syria. 

peace must come to the ancient land !

";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
85;"syria aleppo prayers for the peace of syria. 

peace must come to the ancient land !

";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
30;".putin says to bana: leave or i will kill you. dontforgetsyria aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
30;".putin says to bana: leave or i kill you. dontforgetsyria aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
30;".putin says to bana: leave or i kill you. dontforgetsyria aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
138;"syrian army, allies foil major attack by militants west of aleppo

syrian army and allied forces managed on... ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
138;"the advance of the syrian army and its allies attack the mercenaries to the west of aleppo axis:  via ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
138;"the advance of the syrian army and its allies attack the mercenaries to the west of aleppo axis:  via ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
40;"standwithaleppo &amp; with &amp; the children of aleppo this sunday 
facebook event:   ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
40;"standwithaleppo &amp; with &amp; the children of aleppo this sunday 

facebook event:  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
40;"standwithaleppo &amp; with &amp; the children of aleppo this sunday 

facebook event:  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
131;"kerry will be most senior us official ever to travel to antarctica. will visit mcmurdo station, the largest us research station there.";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
131;"hailed as outlaws in turkey, the council is committed to feminist principles nonetheless. ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
131;"i issued 'order no. 227' not a single step back! aleppo will never fall, you can write that in your minds.";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
79;"armed opposition enter new aleppo, engage in street battles with regime forces: rebels syria  via ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
79;"armed opposition enter new aleppo, engage in street battles with regime forces: rebels syria… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
79;"armed opposition enter new aleppo, engage in street battles with regime forces: rebels syria… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
27;"qaeda -  liberating syria from al qaeda-isis: us-supported terrorists admit taking heavy casualties in aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
27;"liberating syria from al qaeda-isis: us-supported terrorists admit taking heavy casualties in aleppo  via ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
27;"liberating syria from al qaeda-isis: us-supported terrorists admit taking heavy casualties in aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
