clusterId;exampleTweet;tree-5;tree-10;tree2;linear-svm;poly-svm;rbf-svm;sigmoid-svm;tree-5-no5;tree-10-no5;tree2-no5;linear-svm-no5;poly-svm-no5;rbf-svm-no5;sigmoid-svm-no5;tree-majority;svm-majority
140;"syria crisis: russia offers ‘final truce chance’ to aleppo rebels  vía ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141;"putin offers new pause for aleppo.. related articles: ";1;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
141;"paris las vegas offers new pause, exits for syrian's besieged aleppo fakeheadlinebot learntocode makeatwitterbot javascript";1;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
141;"putin offers new pause, exits for syrian\'s besieged aleppo ";1;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
142;"250,000 syrians under siege in aleppo. no food, electricity, or access to medicines. care demands humanitarian a… ";0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0
142;"275,000 people are at risk in eastern aleppo. no access to food, electricity or medicine. humanitarian access is vital. savealeppo";0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0
142;"250,000 syrians under siege in aleppo. no food, electricity, or access to medicines. care demands humanitarian access. savealeppo";0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0
143;"activists have reported calm as a russian-announced "humanitarian pause" has taken effect in aleppo… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143;"unilateral truce takes effect in aleppo  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
143;"unilateral truce takes effect in aleppo |rferl| ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144;"join me in standing with one of the last doctors in aleppo: call on obama and merkel to act now to ...  via ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144;"join me in standing with one of the last doctors in aleppo: call on obama and merkel to act now to ...  via ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144;"join me in standing with one of the last doctors in aleppo: call on obama and merkel to act now to ...  via ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;"the grains feat charlotte guy (aleppo ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;"the grains feat charlotte guy (aleppo ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145;"the grains feat charlotte guy (aleppo ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;"aleppo, a historic city in ruins ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;"aleppo, a historic city in ruins |rferl| ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146;"aleppo, a historic city in ruins |rferl| ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;"syrien aleppo old city 23.03.2013  img_7327 –  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;"syrien aleppo old city 23.03.2013  img_7327 –  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
147;"syrien aleppo halep 20.12.2012  tr_05640 checkpoint –  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;"crazy aleppo war battlefield: syrian brigade uses a grad as a tow and it... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;"crazy aleppo war battlefield: syrian brigade uses a grad as a tow and it... ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148;"crazy aleppo war battlefield: syrian brigade uses a grad as a tow and it works!  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;"aleppo is at the center of a new cold war  ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;"israel haaretz broadcast by emet_news_press: aleppo is at the center of a new cold war ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;"aleppo is at the center of a new cold war ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150;"terrorist groups continue to block civilians' exit from aleppo city ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
150;"terrorist groups continue to block civilians' exit from aleppo city ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
150;"terrorist groups continue to block civilians' exit from aleppo city
 ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
151;"syrian army repels heavy terrorist attacks west of aleppo";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
151;"syrianarmy repels heavy terrorist attacks west of aleppo



syria syriacrisis ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
151;"rebels major attack on west of aleppo foiled by syrian forces, allies  ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
152;"death toll from terrorist attacks on aleppo rises to 12, with over … – al-manar tv ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
152;"army regains control over new areas in damascus countryside, thwarts terrorist attack in aleppo... ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
152;"army regains control over new areas in damascus countryside, thwarts terrorist attack in aleppo... ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
153;"aleppo fighting claims 5 soldiers from masyaf, including high-ranking general syria  via ";0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1
153;"aleppo fighting claims 5 soldiers from masyaf, including high-ranking general syria  via ";0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1
153;"aleppo fighting claims 5 soldiers from masyaf, including high-ranking general syria  ";0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1
154;"russia says it pauses fighting in aleppo to allow rebels, residents to leave |  syria";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
154;"russia says it pauses fighting in aleppo to allow rebels, residents to leave  ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
154;"russia says it pauses fighting in aleppo to allow rebels, residents to leave  ";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
155;"aleppo vid: terrorists break truce, syrian forces, russian jet responded 💥  ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
155;"aleppo vid: terrorists break truce, syrian forces, russian jet responded  via ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
155;"aleppo vid: terrorists break truce, syrian forces, russian jet responded  via ";0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1
156;"terrorists use chemical weapons against civilians in aleppo again
 ";0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1
156;"terrorists use chemical weapons against civilians in aleppo again
 ";0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1
156;"terrorists use chemical weapons against civilians in aleppo again
 ";0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1
157;"'terrorist toaster' admiral kuznetsov is on her way to syria.

and she's not alone.

syria aleppo terrorist… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;"'terrorist toaster' admiral kuznetsov is on her way to syria.

and she's not alone.

syria aleppo terrorist… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157;"'terrorist toaster' admiral kuznetsov is on her way to syria.

and she's not alone.

syria aleppo terrorist… ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;"panamapapers adult terrorists kill 12, injure 200 in aleppo ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;"terrorists kill 12, injure 200 in aleppo  breakingnews";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;"liveleak panamapapers terrorists kill 12, injure 200 in aleppo ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;"moscow saintpetersburg commander of al-nusra(al-qaeda) anti-aircraft regiment killed in aleppo ";0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1
159;"commander of terrorists' anti-aircraft regiment killed in aleppo  ";0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1
159;"syrianarmy kills terrorists’ anti-aircraft regiment commander in aleppo
-  ";0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1


;;;51;51;53;2;8;0;1;56;53;66;2;8;0;1;50;0
